Date,SID/Type,Method,Inhibition,Cuv Temp,Flag,逐小时气温 (°C),天气状况,风向风力,日最高温,日最低温,相对湿度,"line1_inflow_flow
（1号线路进水流量）",line2_inflow_flow（2号线路进水流量）,line3_inflow_flow（3号线路进水流量）,turntable1_tank_temperature_t1（转盘1水箱温度计T1）,turntable2_tank_temperature_t2（转盘2水箱温度计T2）,turntable3_tank_temperature_t3（转盘3水箱温度计T3）,turntable1_frequency_feedback（转盘1频率反馈）,turntable2_frequency_feedback（转盘2频率反馈）,turntable3_frequency_feedback（转盘3频率反馈）,turntable1_run_time（转盘1已运行时间）,turntable2_run_time（转盘2已运行时间）,turntable3_run_time（转盘3已运行时间）,watersupply1_totalflow（供水1累计流量）,watersupply2_totalflow（供水2累计流量）,watersupply3_totalflow（供水3累计流量）,total_inflow_ammonia（总进水氨氮）,total_inflow_nitrate（总进水硝氮）,total_inflow_ph（总进水pH）,total_outflow_ammonia（总出水氨氮）,total_outflow_nitrate（总出水硝氮）,total_outflow_ph（总出水pH）,turntable1_out_ammonia（转盘水箱1出水氨氮）,turntable1_out_nitrate（转盘水箱1出水硝氮）,turntable1_out_ph（转盘水箱1出水pH）,turntable2_out_ammonia（转盘水箱2出水氨氮）,turntable2_out_nitrate（转盘水箱2出水硝氮）,turntable2_out_ph（转盘水箱2出水pH）,turntable3_out_ammonia（转盘水箱3出水氨氮）,turntable3_out_nitrate（转盘水箱3出水硝氮）,turntable3_out_ph（转盘水箱3出水pH）,outflow_inhibition_rate（出水抑制率）,inflow_inhibition_rate（进水抑制率）,box1_toxicity（1箱毒性）,box2_toxicity（2箱毒性）,box3_toxicity（3箱毒性）,总进水温度,1箱出水温度,2箱出水温度,MBR溶解氧,MBR水箱温度,MBR跨膜压差,风机运行状态,SID
2025-11-11 15:15:00,Sample2,水箱2出水毒性,21.756485,24.7,,23,晴,南风 3级,23,11,0.4,0.0,0.0,0.0,19.5,20.0,20.1,0.0,0.0,0.0,,,,8.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 15:25:00,Sample2,水箱3出水毒性,0.0,24.6,,23,晴,南风 3级,23,11,0.4,0.0,0.0,0.0,19.4,20.0,20.0,0.0,0.0,0.0,,,,8.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 15:35:00,Sample2,水箱1出水毒性,-4.380193,24.3,,23,晴,南风 3级,23,11,0.4,0.0,0.0,0.0,19.4,20.0,20.0,0.0,0.0,0.0,,,,8.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 15:45:00,Sample2,水箱2出水毒性,2.976224,24.7,,23,晴,南风 3级,23,11,0.4,0.0,0.0,0.0,19.4,20.0,20.0,0.0,0.0,0.0,,,,8.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 15:55:00,Sample2,水箱3出水毒性,-15.834938,24.2,,23,晴,南风 3级,23,11,0.4,0.0,0.0,0.0,19.5,20.0,20.0,0.0,0.0,0.0,,,,8.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 17:35:00,Sample2,水箱1出水毒性,11.121127,24.7,,19,晴,南风 2级,23,11,0.55,0.0,0.0,0.0,21.7,21.0,21.0,0.0,0.0,0.0,,,,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 17:45:00,Sample2,水箱2出水毒性,15.378226,24.7,,19,晴,南风 2级,23,11,0.55,0.0,0.0,0.0,21.5,20.7,20.8,0.0,0.0,0.0,,,,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 17:55:00,Sample2,水箱3出水毒性,-3.288339,24.5,,19,晴,南风 2级,23,11,0.55,0.48,0.59,0.58,22.1,22.0,22.1,0.0,0.0,0.0,,,,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 18:00:00,Sample1,总进水毒性,17.529875,24.4,,17,晴,南风 2级,23,11,0.6,0.38,0.52,0.54,22.3,22.3,22.4,50.0,50.0,50.0,,,,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 18:05:00,Sample2,水箱1出水毒性,-12.398163,24.3,,17,晴,南风 2级,23,11,0.6,0.35,0.51,0.53,22.6,22.5,22.6,50.0,50.0,50.0,,,,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 18:25:00,Sample2,水箱3出水毒性,18.722675,24.7,,17,晴,南风 2级,23,11,0.6,0.35,0.51,0.53,22.7,22.6,22.6,50.0,50.0,50.0,,,,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 18:35:00,Sample2,水箱1出水毒性,-6.883711,24.5,,17,晴,南风 2级,23,11,0.6,0.39,0.36,0.56,22.7,22.6,22.6,50.0,50.0,50.0,,,,8.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 18:45:00,Sample2,水箱2出水毒性,-9.362035,24.6,,17,晴,南风 2级,23,11,0.6,0.53,0.39,0.34,22.6,22.6,22.6,50.0,50.0,50.0,,,,8.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 18:55:00,Sample2,水箱3出水毒性,-10.693252,24.3,,17,晴,南风 2级,23,11,0.6,0.52,0.38,0.44,22.6,22.6,22.6,50.0,50.0,50.0,,,,8.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 19:00:00,Sample1,总进水毒性,4.490536,24.3,,16,晴,南风 1级,23,11,0.65,0.52,0.4,0.43,22.6,22.6,22.6,50.0,50.0,50.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 19:05:00,Sample2,水箱1出水毒性,-0.938584,24.4,,16,晴,南风 1级,23,11,0.65,0.54,0.39,0.43,22.6,22.6,22.6,50.0,50.0,50.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 19:15:00,Sample2,水箱2出水毒性,-5.54015,24.5,,16,晴,南风 1级,23,11,0.65,0.51,0.38,0.45,22.6,22.6,22.6,50.0,50.0,50.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 19:25:00,Sample2,水箱3出水毒性,6.970699,24.3,,16,晴,南风 1级,23,11,0.65,0.37,0.39,0.57,22.7,22.5,22.6,50.0,50.0,50.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 19:35:00,Sample2,水箱1出水毒性,-10.170982,24.6,,16,晴,南风 1级,23,11,0.65,0.36,0.39,0.58,22.7,22.5,22.5,50.0,50.0,50.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 19:45:00,Sample2,水箱2出水毒性,-7.066523,24.6,,16,晴,南风 1级,23,11,0.65,0.0,0.0,0.0,22.6,22.4,22.4,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 19:55:00,Sample2,水箱3出水毒性,5.442685,24.3,,16,晴,南风 1级,23,11,0.65,0.0,0.0,0.0,22.3,22.0,22.0,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 10:25:00,Sample1,总进水毒性,13.117952,24.6,,17,阴,东北风 4级,20,12,0.68,0.0,0.0,0.0,17.4,17.2,17.2,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 10:40:00,Sample2,水箱1出水毒性,-21.352623,24.3,,17,阴,东北风 4级,20,12,0.68,0.0,0.0,0.0,17.4,17.2,17.2,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 10:56:00,Sample1,总进水毒性,6.572368,24.4,,17,阴,东北风 4级,20,12,0.68,0.0,0.0,0.0,17.4,17.2,17.2,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 11:15:00,Sample1,总进水毒性,3.626351,24.7,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.3,17.2,17.2,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 11:55:00,Sample2,水箱3出水毒性,9.876483,24.3,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.3,17.2,17.2,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 12:00:00,Sample1,总进水毒性,14.892621,24.6,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.4,17.2,17.2,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 12:05:00,Sample2,水箱1出水毒性,15.742229,24.7,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.4,17.3,17.2,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 12:15:00,Sample2,水箱2出水毒性,0.0,24.3,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.4,17.3,17.2,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 12:25:00,Sample2,水箱3出水毒性,-2.868884,24.7,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.4,17.3,17.2,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 12:35:00,Sample2,水箱1出水毒性,16.85763,24.3,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.4,17.3,17.3,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 12:45:00,Sample2,水箱2出水毒性,-42.01408,24.6,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.4,17.3,17.3,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 12:55:00,Sample2,水箱3出水毒性,-14.336002,24.6,,18,阴,东北风 4级,20,12,0.65,0.0,0.0,0.0,17.4,17.3,17.3,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 13:00:00,Sample1,总进水毒性,3.626676,24.3,,19,阴,东北风 4级,20,12,0.62,0.0,0.0,0.0,17.4,17.3,17.3,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 13:05:00,Sample2,水箱1出水毒性,-10.620234,24.5,,19,阴,东北风 4级,20,12,0.62,0.0,0.0,0.0,17.4,17.3,17.3,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 13:15:00,Sample2,水箱2出水毒性,9.549294,24.7,,19,阴,东北风 4级,20,12,0.62,0.0,0.0,0.0,17.4,17.4,17.3,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 13:25:00,Sample2,水箱3出水毒性,-20.549404,24.3,,19,阴,东北风 4级,20,12,0.62,0.0,0.0,0.0,17.5,17.4,17.4,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 13:35:00,Sample2,水箱1出水毒性,13.844774,24.7,,19,阴,东北风 4级,20,12,0.62,0.0,0.0,0.0,17.5,17.4,17.4,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 13:45:00,Sample2,水箱2出水毒性,1.048916,24.4,,19,阴,东北风 4级,20,12,0.62,0.0,0.0,0.0,17.5,17.4,17.4,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 13:55:00,Sample2,水箱3出水毒性,7.718163,24.5,,19,阴,东北风 4级,20,12,0.62,0.0,0.0,0.0,17.5,17.5,17.4,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 14:00:00,Sample1,总进水毒性,20.90303,24.3,,20,阴,东北风 4级,20,12,0.6,0.0,0.0,0.0,17.5,17.5,17.4,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 14:05:00,Sample2,水箱1出水毒性,3.567491,24.7,,20,阴,东北风 4级,20,12,0.6,0.0,0.0,0.0,17.5,17.5,17.4,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 14:15:00,Sample2,水箱2出水毒性,0.329117,24.3,,20,阴,东北风 4级,20,12,0.6,0.0,0.0,0.0,17.6,17.5,17.5,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 14:25:00,Sample2,水箱3出水毒性,-5.521186,24.7,,20,阴,东北风 4级,20,12,0.6,0.0,0.0,0.0,17.6,17.5,17.5,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 14:35:00,Sample2,水箱1出水毒性,-2.75089,24.3,,20,阴,东北风 4级,20,12,0.6,0.0,0.0,0.0,17.6,17.5,17.5,0.0,0.0,0.0,,,,9.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
